"","study_sh","scri_sample_id","date","state","cens.region","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","fc","fc_methodf","fc_methodm","fc_methodc"
"436","ladeq","leau_960","1988-06-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",33,"sm9222e","sm9222","membranefiltration"
"437","ladeq","leau_964","1988-05-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",33,"sm9222e","sm9222","membranefiltration"
"438","ladeq","leau_724","1988-01-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"439","ladeq","leau_727","1988-05-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",33,"sm9222e","sm9222","membranefiltration"
"440","ladeq","leau_729","1988-10-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",70,"sm9222e","sm9222","membranefiltration"
"441","ladeq","leau_730","1988-11-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",50,"sm9222e","sm9222","membranefiltration"
"442","ladeq","leau_732","1988-12-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",16000,"sm9222e","sm9222","membranefiltration"
"443","ladeq","leau_736","1988-07-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",540,"sm9222e","sm9222","membranefiltration"
"444","ladeq","leau_738","1988-06-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",22,"sm9222e","sm9222","membranefiltration"
"445","ladeq","leau_739","1988-08-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",80,"sm9222e","sm9222","membranefiltration"
"446","ladeq","leau_744","1988-02-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",330,"sm9222e","sm9222","membranefiltration"
"447","ladeq","leau_725","1988-03-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",46,"sm9222e","sm9222","membranefiltration"
"448","ladeq","leau_728","1988-04-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",350,"sm9222e","sm9222","membranefiltration"
"449","ladeq","leau_737","1988-09-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",27,"sm9222e","sm9222","membranefiltration"
"450","ladeq","leau_450","1988-11-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"451","ladeq","leau_443","1988-07-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",540,"sm9222e","sm9222","membranefiltration"
"452","ladeq","leau_446","1988-12-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1600,"sm9222e","sm9222","membranefiltration"
"453","ladeq","leau_454","1988-09-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",300,"sm9222e","sm9222","membranefiltration"
"454","ladeq","leau_462","1988-01-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"455","ladeq","leau_463","1988-03-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"456","ladeq","leau_440","1988-05-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",27,"sm9222e","sm9222","membranefiltration"
"457","ladeq","leau_441","1988-02-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",490,"sm9222e","sm9222","membranefiltration"
"458","ladeq","leau_447","1988-06-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",33,"sm9222e","sm9222","membranefiltration"
"459","ladeq","leau_449","1988-10-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"460","ladeq","leau_464","1988-04-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",79,"sm9222e","sm9222","membranefiltration"
"461","ladeq","leau_457","1988-08-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",49,"sm9222e","sm9222","membranefiltration"
"462","ladeq","leau_161","1988-02-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"463","ladeq","leau_162","1988-03-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",790,"sm9222e","sm9222","membranefiltration"
"464","ladeq","leau_163","1988-04-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"465","ladeq","leau_164","1988-05-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",31,"sm9222e","sm9222","membranefiltration"
"466","ladeq","leau_165","1988-06-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",33,"sm9222e","sm9222","membranefiltration"
"467","ladeq","leau_166","1988-07-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",180,"sm9222e","sm9222","membranefiltration"
"468","ladeq","leau_167","1988-08-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",220,"sm9222e","sm9222","membranefiltration"
"469","ladeq","leau_168","1988-09-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",800,"sm9222e","sm9222","membranefiltration"
"470","ladeq","leau_169","1988-10-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",300,"sm9222e","sm9222","membranefiltration"
"471","ladeq","leau_170","1988-11-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",280,"sm9222e","sm9222","membranefiltration"
"472","ladeq","leau_171","1988-12-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",220,"sm9222e","sm9222","membranefiltration"
"473","ladeq","leau_965","1989-03-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"474","ladeq","leau_970","1989-01-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",9000,"sm9222e","sm9222","membranefiltration"
"475","ladeq","leau_971","1989-04-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",21,"sm9222e","sm9222","membranefiltration"
"476","ladeq","leau_975","1989-09-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"477","ladeq","leau_976","1989-10-10","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",50,"sm9222e","sm9222","membranefiltration"
"478","ladeq","leau_984","1989-06-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",23,"sm9222e","sm9222","membranefiltration"
"479","ladeq","leau_987","1989-12-12","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",900,"sm9222e","sm9222","membranefiltration"
"480","ladeq","leau_991","1989-07-11","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",20,"sm9222e","sm9222","membranefiltration"
"481","ladeq","leau_977","1989-11-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
"482","ladeq","leau_972","1989-05-09","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",240,"sm9222e","sm9222","membranefiltration"
"483","ladeq","leau_974","1989-08-15","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",130,"sm9222e","sm9222","membranefiltration"
"484","ladeq","leau_961","1989-02-14","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",170,"sm9222e","sm9222","membranefiltration"
"485","ladeq","leau_731","1989-03-13","la","East South Central","Delta","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",110,"sm9222e","sm9222","membranefiltration"
