"","scri_sample_id","sample_type","sample_filter","fc","fc_methodf","fc_methodm","fc_methodc"
"37199","wq_23612","grabsample","membrane",200,"sm9222d","sm9222","membranefiltration"
"37200","wq_23608","grabsample","membrane",250,"sm9222d","sm9222","membranefiltration"
"37201","wq_23619","grabsample","membrane",104,"sm9222d","sm9222","membranefiltration"
"37202","wq_23598","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"37203","wq_23617","grabsample","membrane",110,"sm9222d","sm9222","membranefiltration"
"37204","wq_23604","grabsample","membrane",100,"sm9222d","sm9222","membranefiltration"
"37205","wq_23611","grabsample","membrane",64,"sm9222d","sm9222","membranefiltration"
"37206","wq_23602","grabsample","membrane",145,"sm9222d","sm9222","membranefiltration"
"37207","wq_23603","grabsample","membrane",130,"sm9222d","sm9222","membranefiltration"
"37208","wq_23614","grabsample","membrane",173,"sm9222d","sm9222","membranefiltration"
"37209","wq_23606","grabsample","membrane",91,"sm9222d","sm9222","membranefiltration"
"37210","wq_23607","grabsample","membrane",164,"sm9222d","sm9222","membranefiltration"
"37211","wq_23605","grabsample","membrane",76,"sm9222d","sm9222","membranefiltration"
"37212","wq_23613","grabsample","membrane",250,"sm9222d","sm9222","membranefiltration"
"37213","wq_23597","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"37214","wq_23600","grabsample","membrane",33,"sm9222d","sm9222","membranefiltration"
"37215","wq_23609","grabsample","membrane",340,"sm9222d","sm9222","membranefiltration"
"37216","wq_23599","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"37217","wq_42220","grabsample","membrane",11,"sm9222d","sm9222","membranefiltration"
"37218","wq_42219","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"37219","wq_42225","grabsample","membrane",800,"sm9222d","sm9222","membranefiltration"
"37220","wq_42221","grabsample","membrane",11,"sm9222d","sm9222","membranefiltration"
"37221","wq_42222","grabsample","membrane",33,"sm9222d","sm9222","membranefiltration"
"37222","wq_42223","grabsample","membrane",240,"sm9222d","sm9222","membranefiltration"
"37223","wq_42224","grabsample","membrane",540,"sm9222d","sm9222","membranefiltration"
"37224","wq_26029","grabsample","membrane",118,"sm9222d","sm9222","membranefiltration"
"37225","wq_26044","grabsample","membrane",340,"sm9222d","sm9222","membranefiltration"
"37226","wq_26036","grabsample","membrane",2800,"sm9222d","sm9222","membranefiltration"
"37227","wq_26037","grabsample","membrane",230,"sm9222d","sm9222","membranefiltration"
"37228","wq_26041","grabsample","membrane",62,"sm9222d","sm9222","membranefiltration"
"37229","wq_26032","grabsample","membrane",26,"sm9222d","sm9222","membranefiltration"
"37230","wq_26027","grabsample","membrane",72,"sm9222d","sm9222","membranefiltration"
"37231","wq_26030","grabsample","membrane",145,"sm9222d","sm9222","membranefiltration"
"37232","wq_26034","grabsample","membrane",900,"sm9222d","sm9222","membranefiltration"
"37233","wq_26035","grabsample","membrane",600,"sm9222d","sm9222","membranefiltration"
"37234","wq_26051","grabsample","membrane",114,"sm9222d","sm9222","membranefiltration"
"37235","wq_26043","grabsample","membrane",62,"sm9222d","sm9222","membranefiltration"
"37236","wq_26033","grabsample","membrane",1100,"sm9222d","sm9222","membranefiltration"
"37237","wq_26040","grabsample","membrane",88,"sm9222d","sm9222","membranefiltration"
"37238","wq_26038","grabsample","membrane",52,"sm9222d","sm9222","membranefiltration"
"37239","wq_26039","grabsample","membrane",21,"sm9222d","sm9222","membranefiltration"
"37240","wq_26028","grabsample","membrane",68,"sm9222d","sm9222","membranefiltration"
"37241","wq_26031","grabsample","membrane",173,"sm9222d","sm9222","membranefiltration"
"37242","wq_26042","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"37243","wq_26045","grabsample","membrane",350,"sm9222d","sm9222","membranefiltration"
"37244","wq_15898","grabsample","membrane",340,"sm9222d","sm9222","membranefiltration"
"37245","wq_15892","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"37246","wq_15894","grabsample","membrane",90,"sm9222d","sm9222","membranefiltration"
"37247","wq_15897","grabsample","membrane",530,"sm9222d","sm9222","membranefiltration"
"37248","wq_15896","grabsample","membrane",230,"sm9222d","sm9222","membranefiltration"
"37249","wq_15902","grabsample","membrane",4600,"sm9222d","sm9222","membranefiltration"
"37250","wq_15903","grabsample","membrane",4800,"sm9222d","sm9222","membranefiltration"
"37251","wq_15901","grabsample","membrane",320,"sm9222d","sm9222","membranefiltration"
"37252","wq_15893","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"37253","wq_15900","grabsample","membrane",191,"sm9222d","sm9222","membranefiltration"
"37254","wq_15899","grabsample","membrane",1100,"sm9222d","sm9222","membranefiltration"
"37255","wq_15895","grabsample","membrane",200,"sm9222d","sm9222","membranefiltration"
"37256","wq_15890","grabsample","membrane",44,"sm9222d","sm9222","membranefiltration"
"37257","wq_15891","grabsample","membrane",36,"sm9222d","sm9222","membranefiltration"
"37258","wq_15905","grabsample","membrane",104,"sm9222d","sm9222","membranefiltration"
"37259","wq_15888","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"37260","wq_15904","grabsample","membrane",112,"sm9222d","sm9222","membranefiltration"
"37261","wq_15887","grabsample","membrane",26,"sm9222d","sm9222","membranefiltration"
"37262","wq_15889","grabsample","membrane",100,"sm9222d","sm9222","membranefiltration"
"37263","wq_29255","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37264","wq_29253","grabsample","membrane",3,"sm9222d","sm9222","membranefiltration"
"37265","wq_29256","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"37266","wq_29257","grabsample","membrane",5,"sm9222d","sm9222","membranefiltration"
"37267","wq_29254","grabsample","membrane",3,"sm9222d","sm9222","membranefiltration"
"37268","wq_29252","grabsample","membrane",76,"sm9222d","sm9222","membranefiltration"
"37269","wq_15265","grabsample","membrane",240,"sm9222d","sm9222","membranefiltration"
"37270","wq_15256","grabsample","membrane",320,"sm9222d","sm9222","membranefiltration"
"37271","wq_15254","grabsample","membrane",136,"sm9222d","sm9222","membranefiltration"
"37272","wq_15266","grabsample","membrane",182,"sm9222d","sm9222","membranefiltration"
"37273","wq_15251","grabsample","membrane",108,"sm9222d","sm9222","membranefiltration"
"37274","wq_15264","grabsample","membrane",400,"sm9222d","sm9222","membranefiltration"
"37275","wq_15253","grabsample","membrane",60,"sm9222d","sm9222","membranefiltration"
"37276","wq_15245","grabsample","membrane",18,"sm9222d","sm9222","membranefiltration"
"37277","wq_15249","grabsample","membrane",52,"sm9222d","sm9222","membranefiltration"
"37278","wq_15240","grabsample","membrane",67,"sm9222d","sm9222","membranefiltration"
"37279","wq_15255","grabsample","membrane",230,"sm9222d","sm9222","membranefiltration"
"37280","wq_15237","grabsample","membrane",6000,"sm9222d","sm9222","membranefiltration"
"37281","wq_15257","grabsample","membrane",290,"sm9222d","sm9222","membranefiltration"
"37282","wq_15250","grabsample","membrane",36,"sm9222d","sm9222","membranefiltration"
"37283","wq_15236","grabsample","membrane",1500,"sm9222d","sm9222","membranefiltration"
"37284","wq_15238","grabsample","membrane",6000,"sm9222d","sm9222","membranefiltration"
"37285","wq_15246","grabsample","membrane",45,"sm9222d","sm9222","membranefiltration"
"37286","wq_15242","grabsample","membrane",29,"sm9222d","sm9222","membranefiltration"
"37287","wq_15243","grabsample","membrane",34,"sm9222d","sm9222","membranefiltration"
"37288","wq_15244","grabsample","membrane",73,"sm9222d","sm9222","membranefiltration"
"37289","wq_15235","grabsample","membrane",4600,"sm9222d","sm9222","membranefiltration"
"37290","wq_15234","grabsample","membrane",29,"sm9222d","sm9222","membranefiltration"
"37291","wq_15239","grabsample","membrane",9000,"sm9222d","sm9222","membranefiltration"
"37292","wq_15258","grabsample","membrane",182,"sm9222d","sm9222","membranefiltration"
"37293","wq_15263","grabsample","membrane",1100,"sm9222d","sm9222","membranefiltration"
"37294","wq_15252","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"37295","wq_15241","grabsample","membrane",64,"sm9222d","sm9222","membranefiltration"
"37296","wq_15260","grabsample","membrane",84,"sm9222d","sm9222","membranefiltration"
"37297","wq_15262","grabsample","membrane",900,"sm9222d","sm9222","membranefiltration"
"37298","wq_15259","grabsample","membrane",127,"sm9222d","sm9222","membranefiltration"
"37299","wq_15233","grabsample","membrane",100,"sm9222d","sm9222","membranefiltration"
"37300","wq_15247","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"37301","wq_15261","grabsample","membrane",460,"sm9222d","sm9222","membranefiltration"
"37302","wq_15248","grabsample","membrane",11,"sm9222d","sm9222","membranefiltration"
"37303","wq_11047","grabsample","membrane",60,"sm9222d","sm9222","membranefiltration"
"37304","wq_11048","grabsample","membrane",280,"sm9222d","sm9222","membranefiltration"
"37305","wq_11041","grabsample","membrane",800,"sm9222d","sm9222","membranefiltration"
"37306","wq_11040","grabsample","membrane",76,"sm9222d","sm9222","membranefiltration"
"37307","wq_8629","grabsample","membrane",98,"sm9222d","sm9222","membranefiltration"
"37308","wq_8631","grabsample","membrane",3,"sm9222d","sm9222","membranefiltration"
"37309","wq_8632","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"37310","wq_8635","grabsample","membrane",74,"sm9222d","sm9222","membranefiltration"
"37311","wq_8628","grabsample","membrane",60,"sm9222d","sm9222","membranefiltration"
"37312","wq_8633","grabsample","membrane",46,"sm9222d","sm9222","membranefiltration"
"37313","wq_8630","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37314","wq_8634","grabsample","membrane",86,"sm9222d","sm9222","membranefiltration"
"37315","wq_42163","grabsample","membrane",8,"sm9222d","sm9222","membranefiltration"
"37316","wq_42165","grabsample","membrane",240,"sm9222d","sm9222","membranefiltration"
"37317","wq_42166","grabsample","membrane",164,"sm9222d","sm9222","membranefiltration"
"37318","wq_42162","grabsample","membrane",16,"sm9222d","sm9222","membranefiltration"
"37319","wq_42164","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"37320","wq_42161","grabsample","membrane",12,"sm9222d","sm9222","membranefiltration"
"37321","wq_17092","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"37322","wq_16970","grabsample","membrane",145,"sm9222d","sm9222","membranefiltration"
"37323","wq_16969","grabsample","membrane",74,"sm9222d","sm9222","membranefiltration"
"37324","wq_16967","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"37325","wq_16965","grabsample","membrane",31,"sm9222d","sm9222","membranefiltration"
"37326","wq_16964","grabsample","membrane",34,"sm9222d","sm9222","membranefiltration"
"37327","wq_17089","grabsample","membrane",12,"sm9222d","sm9222","membranefiltration"
"37328","wq_16973","grabsample","membrane",118,"sm9222d","sm9222","membranefiltration"
"37329","wq_16961","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"37330","wq_16971","grabsample","membrane",230,"sm9222d","sm9222","membranefiltration"
"37331","wq_16974","grabsample","membrane",340,"sm9222d","sm9222","membranefiltration"
"37332","wq_17091","grabsample","membrane",320,"sm9222d","sm9222","membranefiltration"
"37333","wq_16966","grabsample","membrane",48,"sm9222d","sm9222","membranefiltration"
"37334","wq_16963","grabsample","membrane",30,"sm9222d","sm9222","membranefiltration"
"37335","wq_16962","grabsample","membrane",130,"sm9222d","sm9222","membranefiltration"
"37336","wq_17095","grabsample","membrane",114,"sm9222d","sm9222","membranefiltration"
"37337","wq_17097","grabsample","membrane",2400,"sm9222d","sm9222","membranefiltration"
"37338","wq_17096","grabsample","membrane",280,"sm9222d","sm9222","membranefiltration"
"37339","wq_17093","grabsample","membrane",16,"sm9222d","sm9222","membranefiltration"
"37340","wq_17094","grabsample","membrane",98,"sm9222d","sm9222","membranefiltration"
"37341","wq_16972","grabsample","membrane",1000,"sm9222d","sm9222","membranefiltration"
"37342","wq_16968","grabsample","membrane",94,"sm9222d","sm9222","membranefiltration"
"37343","wq_17090","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"37344","wq_16960","grabsample","membrane",18,"sm9222d","sm9222","membranefiltration"
"37345","wq_16975","grabsample","membrane",210,"sm9222d","sm9222","membranefiltration"
"37346","wq_16976","grabsample","membrane",240,"sm9222d","sm9222","membranefiltration"
"37347","wq_19157","grabsample","membrane",110,"sm9222d","sm9222","membranefiltration"
"37348","wq_19155","grabsample","membrane",52,"sm9222d","sm9222","membranefiltration"
"37349","wq_19160","grabsample","membrane",390,"sm9222d","sm9222","membranefiltration"
"37350","wq_19159","grabsample","membrane",38,"sm9222d","sm9222","membranefiltration"
"37351","wq_19156","grabsample","membrane",33,"sm9222d","sm9222","membranefiltration"
"37352","wq_19161","grabsample","membrane",380,"sm9222d","sm9222","membranefiltration"
"37353","wq_19153","grabsample","membrane",12,"sm9222d","sm9222","membranefiltration"
"37354","wq_19158","grabsample","membrane",106,"sm9222d","sm9222","membranefiltration"
"37355","wq_19154","grabsample","membrane",136,"sm9222d","sm9222","membranefiltration"
"37356","wq_19162","grabsample","membrane",900,"sm9222d","sm9222","membranefiltration"
"37357","wq_12247","grabsample","membrane",2800,"sm9222d","sm9222","membranefiltration"
"37358","wq_12252","grabsample","membrane",28,"sm9222d","sm9222","membranefiltration"
"37359","wq_12263","grabsample","membrane",92,"sm9222d","sm9222","membranefiltration"
"37360","wq_12245","grabsample","membrane",182,"sm9222d","sm9222","membranefiltration"
"37361","wq_12248","grabsample","membrane",7000,"sm9222d","sm9222","membranefiltration"
"37362","wq_12250","grabsample","membrane",67,"sm9222d","sm9222","membranefiltration"
"37363","wq_12242","grabsample","membrane",28,"sm9222d","sm9222","membranefiltration"
"37364","wq_12244","grabsample","membrane",155,"sm9222d","sm9222","membranefiltration"
"37365","wq_12249","grabsample","membrane",57,"sm9222d","sm9222","membranefiltration"
"37366","wq_12246","grabsample","membrane",937,"sm9222d","sm9222","membranefiltration"
"37367","wq_12265","grabsample","membrane",26,"sm9222d","sm9222","membranefiltration"
"37368","wq_12253","grabsample","membrane",18,"sm9222d","sm9222","membranefiltration"
"37369","wq_12275","grabsample","membrane",30,"sm9222d","sm9222","membranefiltration"
"37370","wq_12254","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"37371","wq_12256","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37372","wq_12262","grabsample","membrane",220,"sm9222d","sm9222","membranefiltration"
"37373","wq_12243","grabsample","membrane",382,"sm9222d","sm9222","membranefiltration"
"37374","wq_12255","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"37375","wq_12261","grabsample","membrane",82,"sm9222d","sm9222","membranefiltration"
"37376","wq_12259","grabsample","membrane",44,"sm9222d","sm9222","membranefiltration"
"37377","wq_12258","grabsample","membrane",56,"sm9222d","sm9222","membranefiltration"
"37378","wq_12257","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"37379","wq_12251","grabsample","membrane",33,"sm9222d","sm9222","membranefiltration"
"37380","wq_12260","grabsample","membrane",84,"sm9222d","sm9222","membranefiltration"
"37381","wq_12264","grabsample","membrane",51,"sm9222d","sm9222","membranefiltration"
"37382","wq_12267","grabsample","membrane",209,"sm9222d","sm9222","membranefiltration"
"37383","wq_12266","grabsample","membrane",350,"sm9222d","sm9222","membranefiltration"
"37384","wq_12976","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"37385","wq_12955","grabsample","membrane",18,"sm9222d","sm9222","membranefiltration"
"37386","wq_12979","grabsample","membrane",44,"sm9222d","sm9222","membranefiltration"
"37387","wq_12958","grabsample","membrane",360,"sm9222d","sm9222","membranefiltration"
"37388","wq_12959","grabsample","membrane",220,"sm9222d","sm9222","membranefiltration"
"37389","wq_12978","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"37390","wq_12969","grabsample","membrane",8,"sm9222d","sm9222","membranefiltration"
"37391","wq_12967","grabsample","membrane",21,"sm9222d","sm9222","membranefiltration"
"37392","wq_12971","grabsample","membrane",21,"sm9222d","sm9222","membranefiltration"
"37393","wq_12964","grabsample","membrane",49,"sm9222d","sm9222","membranefiltration"
"37394","wq_12981","grabsample","membrane",1500,"sm9222d","sm9222","membranefiltration"
"37395","wq_12968","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37396","wq_12980","grabsample","membrane",52,"sm9222d","sm9222","membranefiltration"
"37397","wq_12982","grabsample","membrane",155,"sm9222d","sm9222","membranefiltration"
"37398","wq_12970","grabsample","membrane",38,"sm9222d","sm9222","membranefiltration"
"37399","wq_12966","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37400","wq_12960","grabsample","membrane",173,"sm9222d","sm9222","membranefiltration"
"37401","wq_12957","grabsample","membrane",955,"sm9222d","sm9222","membranefiltration"
"37402","wq_12956","grabsample","membrane",18,"sm9222d","sm9222","membranefiltration"
"37403","wq_12963","grabsample","membrane",18000,"sm9222d","sm9222","membranefiltration"
"37404","wq_12965","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"37405","wq_12961","grabsample","membrane",773,"sm9222d","sm9222","membranefiltration"
"37406","wq_12977","grabsample","membrane",270,"sm9222d","sm9222","membranefiltration"
"37407","wq_12972","grabsample","membrane",72,"sm9222d","sm9222","membranefiltration"
"37408","wq_12973","grabsample","membrane",68,"sm9222d","sm9222","membranefiltration"
"37409","wq_12962","grabsample","membrane",1400,"sm9222d","sm9222","membranefiltration"
"37410","wq_12975","grabsample","membrane",136,"sm9222d","sm9222","membranefiltration"
"37411","wq_12974","grabsample","membrane",118,"sm9222d","sm9222","membranefiltration"
"37412","wq_5567","grabsample","membrane",290,"sm9222d","sm9222","membranefiltration"
"37413","wq_5562","grabsample","membrane",8,"sm9222d","sm9222","membranefiltration"
"37414","wq_5565","grabsample","membrane",3200,"sm9222d","sm9222","membranefiltration"
"37415","wq_5563","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37416","wq_5568","grabsample","membrane",320,"sm9222d","sm9222","membranefiltration"
"37417","wq_5564","grabsample","membrane",26,"sm9222d","sm9222","membranefiltration"
"37418","wq_5561","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"37419","wq_5560","grabsample","membrane",3,"sm9222d","sm9222","membranefiltration"
"37420","wq_5566","grabsample","membrane",460,"sm9222d","sm9222","membranefiltration"
"37421","wq_23830","grabsample","membrane",73,"sm9222d","sm9222","membranefiltration"
"37422","wq_23829","grabsample","membrane",240,"sm9222d","sm9222","membranefiltration"
"37423","wq_23828","grabsample","membrane",240,"sm9222d","sm9222","membranefiltration"
"37424","wq_23821","grabsample","membrane",52,"sm9222d","sm9222","membranefiltration"
"37425","wq_23825","grabsample","membrane",220,"sm9222d","sm9222","membranefiltration"
"37426","wq_23823","grabsample","membrane",290,"sm9222d","sm9222","membranefiltration"
"37427","wq_23827","grabsample","membrane",78,"sm9222d","sm9222","membranefiltration"
"37428","wq_23822","grabsample","membrane",410,"sm9222d","sm9222","membranefiltration"
"37429","wq_23824","grabsample","membrane",230,"sm9222d","sm9222","membranefiltration"
"37430","wq_23820","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"37431","wq_23813","grabsample","membrane",60,"sm9222d","sm9222","membranefiltration"
"37432","wq_23818","grabsample","membrane",44,"sm9222d","sm9222","membranefiltration"
"37433","wq_23811","grabsample","membrane",14,"sm9222d","sm9222","membranefiltration"
"37434","wq_23814","grabsample","membrane",11,"sm9222d","sm9222","membranefiltration"
"37435","wq_23826","grabsample","membrane",92,"sm9222d","sm9222","membranefiltration"
"37436","wq_23815","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"37437","wq_23819","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"37438","wq_23817","grabsample","membrane",31,"sm9222d","sm9222","membranefiltration"
"37439","wq_23812","grabsample","membrane",94,"sm9222d","sm9222","membranefiltration"
"37440","wq_23816","grabsample","membrane",52,"sm9222d","sm9222","membranefiltration"
"37441","wq_4093","grabsample","membrane",76,"sm9222d","sm9222","membranefiltration"
"37442","wq_4096","grabsample","membrane",164,"sm9222d","sm9222","membranefiltration"
"37443","wq_4092","grabsample","membrane",230,"sm9222d","sm9222","membranefiltration"
"37444","wq_4094","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"37445","wq_4095","grabsample","membrane",74,"sm9222d","sm9222","membranefiltration"
"37446","wq_4600","grabsample","membrane",118,"sm9222d","sm9222","membranefiltration"
"37447","wq_4601","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
"37448","wq_4602","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"37449","wq_26678","grabsample","membrane",56,"sm9222d","sm9222","membranefiltration"
"37450","wq_26662","grabsample","membrane",34,"sm9222d","sm9222","membranefiltration"
"37451","wq_26677","grabsample","membrane",38,"sm9222d","sm9222","membranefiltration"
"37452","wq_26672","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"37453","wq_26679","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"37454","wq_26664","grabsample","membrane",104,"sm9222d","sm9222","membranefiltration"
"37455","wq_26680","grabsample","membrane",34,"sm9222d","sm9222","membranefiltration"
"37456","wq_26682","grabsample","membrane",48,"sm9222d","sm9222","membranefiltration"
"37457","wq_26674","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"37458","wq_26671","grabsample","membrane",28,"sm9222d","sm9222","membranefiltration"
"37459","wq_26676","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"37460","wq_26666","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"37461","wq_26669","grabsample","membrane",39,"sm9222d","sm9222","membranefiltration"
"37462","wq_26681","grabsample","membrane",88,"sm9222d","sm9222","membranefiltration"
"37463","wq_26668","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"37464","wq_26683","grabsample","membrane",62,"sm9222d","sm9222","membranefiltration"
"37465","wq_26665","grabsample","membrane",21,"sm9222d","sm9222","membranefiltration"
"37466","wq_26667","grabsample","membrane",26,"sm9222d","sm9222","membranefiltration"
"37467","wq_26675","grabsample","membrane",64,"sm9222d","sm9222","membranefiltration"
"37468","wq_26673","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"37469","wq_26670","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"37470","wq_26663","grabsample","membrane",88,"sm9222d","sm9222","membranefiltration"
"37471","wq_5298","grabsample","membrane",112,"sm9222d","sm9222","membranefiltration"
"37472","wq_5297","grabsample","membrane",106,"sm9222d","sm9222","membranefiltration"
"37473","wq_8448","grabsample","membrane",5,"sm9222d","sm9222","membranefiltration"
"37474","wq_8447","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"37475","wq_8445","grabsample","membrane",16,"sm9222d","sm9222","membranefiltration"
"37476","wq_8443","grabsample","membrane",78,"sm9222d","sm9222","membranefiltration"
"37477","wq_8444","grabsample","membrane",31,"sm9222d","sm9222","membranefiltration"
"37478","wq_8450","grabsample","membrane",58,"sm9222d","sm9222","membranefiltration"
"37479","wq_8446","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"37480","wq_8449","grabsample","membrane",52,"sm9222d","sm9222","membranefiltration"
"37481","wq_17343","grabsample","membrane",68,"sm9222d","sm9222","membranefiltration"
"37482","wq_17340","grabsample","membrane",120,"sm9222d","sm9222","membranefiltration"
"37483","wq_17344","grabsample","membrane",70,"sm9222d","sm9222","membranefiltration"
"37484","wq_17352","grabsample","membrane",114,"sm9222d","sm9222","membranefiltration"
"37485","wq_17342","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"37486","wq_17353","grabsample","membrane",164,"sm9222d","sm9222","membranefiltration"
"37487","wq_17341","grabsample","membrane",30,"sm9222d","sm9222","membranefiltration"
"37488","wq_17338","grabsample","membrane",106,"sm9222d","sm9222","membranefiltration"
"37489","wq_17350","grabsample","membrane",600,"sm9222d","sm9222","membranefiltration"
"37490","wq_17339","grabsample","membrane",54,"sm9222d","sm9222","membranefiltration"
"37491","wq_18032","grabsample","membrane",62,"sm9222d","sm9222","membranefiltration"
"37492","wq_17345","grabsample","membrane",23,"sm9222d","sm9222","membranefiltration"
"37493","wq_18034","grabsample","membrane",7,"sm9222d","sm9222","membranefiltration"
"37494","wq_18035","grabsample","membrane",170,"sm9222d","sm9222","membranefiltration"
"37495","wq_18036","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"37496","wq_18033","grabsample","membrane",88,"sm9222d","sm9222","membranefiltration"
"37497","wq_17349","grabsample","membrane",230,"sm9222d","sm9222","membranefiltration"
"37498","wq_18039","grabsample","membrane",72,"sm9222d","sm9222","membranefiltration"
"37499","wq_17354","grabsample","membrane",380,"sm9222d","sm9222","membranefiltration"
"37500","wq_17348","grabsample","membrane",250,"sm9222d","sm9222","membranefiltration"
"37501","wq_17355","grabsample","membrane",136,"sm9222d","sm9222","membranefiltration"
"37502","wq_17346","grabsample","membrane",82,"sm9222d","sm9222","membranefiltration"
"37503","wq_17351","grabsample","membrane",220,"sm9222d","sm9222","membranefiltration"
"37504","wq_17347","grabsample","membrane",210,"sm9222d","sm9222","membranefiltration"
"37505","wq_18043","grabsample","membrane",1900,"sm9222d","sm9222","membranefiltration"
"37506","wq_18041","grabsample","membrane",145,"sm9222d","sm9222","membranefiltration"
"37507","wq_18044","grabsample","membrane",96,"sm9222d","sm9222","membranefiltration"
"37508","wq_18038","grabsample","membrane",94,"sm9222d","sm9222","membranefiltration"
"37509","wq_18040","grabsample","membrane",90,"sm9222d","sm9222","membranefiltration"
"37510","wq_18042","grabsample","membrane",280,"sm9222d","sm9222","membranefiltration"
"37511","wq_18045","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37512","wq_18037","grabsample","membrane",58,"sm9222d","sm9222","membranefiltration"
"37513","wq_10871","grabsample","membrane",13,"sm9222d","sm9222","membranefiltration"
"37514","wq_10872","grabsample","membrane",20,"sm9222d","sm9222","membranefiltration"
"37515","wq_10873","grabsample","membrane",88,"sm9222d","sm9222","membranefiltration"
"37516","wq_10869","grabsample","membrane",34,"sm9222d","sm9222","membranefiltration"
"37517","wq_10870","grabsample","membrane",16,"sm9222d","sm9222","membranefiltration"
"37518","wq_10874","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"37519","wq_10868","grabsample","membrane",52,"sm9222d","sm9222","membranefiltration"
"37520","wq_13519","grabsample","membrane",8,"sm9222d","sm9222","membranefiltration"
"37521","wq_13561","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37522","wq_13521","grabsample","membrane",4,"sm9222d","sm9222","membranefiltration"
"37523","wq_13560","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37524","wq_13562","grabsample","membrane",200,"sm9222d","sm9222","membranefiltration"
"37525","wq_13520","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37526","wq_25948","grabsample","membrane",4800,"sm9222d","sm9222","membranefiltration"
"37527","wq_25953","grabsample","membrane",2700,"sm9222d","sm9222","membranefiltration"
"37528","wq_25951","grabsample","membrane",4700,"sm9222d","sm9222","membranefiltration"
"37529","wq_25954","grabsample","membrane",2700,"sm9222d","sm9222","membranefiltration"
"37530","wq_25952","grabsample","membrane",4100,"sm9222d","sm9222","membranefiltration"
"37531","wq_25949","grabsample","membrane",5300,"sm9222d","sm9222","membranefiltration"
"37532","wq_25950","grabsample","membrane",700,"sm9222d","sm9222","membranefiltration"
"37533","wq_13608","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37534","wq_13609","grabsample","membrane",2,"sm9222d","sm9222","membranefiltration"
"37535","wq_13607","grabsample","membrane",10,"sm9222d","sm9222","membranefiltration"
"37536","wq_13243","grabsample","membrane",42,"sm9222d","sm9222","membranefiltration"
"37537","wq_13248","grabsample","membrane",15,"sm9222d","sm9222","membranefiltration"
