"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc"
"1504","bes_1188","grabsample","none",14000,"coliscanEasygel","directplating","directplating"
"1505","bes_915","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1506","bes_1171","grabsample","none",4500,"coliscanEasygel","directplating","directplating"
"1507","bes_1170","grabsample","none",4400,"coliscanEasygel","directplating","directplating"
"1508","bes_930","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1509","bes_1154","grabsample","none",2400,"coliscanEasygel","directplating","directplating"
"1510","bes_1201","grabsample","none",48600,"coliscanEasygel","directplating","directplating"
"1511","bes_984","grabsample","none",4400,"coliscanEasygel","directplating","directplating"
"1512","bes_1197","grabsample","none",34600,"coliscanEasygel","directplating","directplating"
"1513","bes_1191","grabsample","none",16600,"coliscanEasygel","directplating","directplating"
"1514","bes_1185","grabsample","none",12800,"coliscanEasygel","directplating","directplating"
"1515","bes_952","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"1516","bes_1155","grabsample","none",2600,"coliscanEasygel","directplating","directplating"
"1517","bes_1181","grabsample","none",9400,"coliscanEasygel","directplating","directplating"
"1518","bes_1158","grabsample","none",2800,"coliscanEasygel","directplating","directplating"
"1519","bes_1190","grabsample","none",16000,"coliscanEasygel","directplating","directplating"
"1520","bes_1175","grabsample","none",6000,"coliscanEasygel","directplating","directplating"
"1521","bes_1192","grabsample","none",19200,"coliscanEasygel","directplating","directplating"
"1522","bes_1186","grabsample","none",13400,"coliscanEasygel","directplating","directplating"
"1523","bes_1182","grabsample","none",10600,"coliscanEasygel","directplating","directplating"
"1524","bes_937","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1525","bes_957","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1526","bes_1165","grabsample","none",3800,"coliscanEasygel","directplating","directplating"
"1527","bes_1187","grabsample","none",13400,"coliscanEasygel","directplating","directplating"
"1528","bes_1218","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1529","bes_408","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1530","bes_376","grabsample","none",1.06,"coliscanEasygel","directplating","directplating"
"1531","bes_418","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1532","bes_431","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1533","bes_405","grabsample","none",280,"coliscanEasygel","directplating","directplating"
"1534","bes_430","grabsample","none",660,"coliscanEasygel","directplating","directplating"
"1535","bes_395","grabsample","none",1.47,"coliscanEasygel","directplating","directplating"
"1536","bes_375","grabsample","none",1.03,"coliscanEasygel","directplating","directplating"
"1537","bes_400","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1538","bes_1143","grabsample","none",1300,"coliscanEasygel","directplating","directplating"
"1539","bes_950","grabsample","none",520,"coliscanEasygel","directplating","directplating"
"1540","bes_939","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1541","bes_941","grabsample","none",340,"coliscanEasygel","directplating","directplating"
"1542","bes_918","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1543","bes_917","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1544","bes_1146","grabsample","none",1600,"coliscanEasygel","directplating","directplating"
"1545","bes_940","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1546","bes_960","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"1547","bes_959","grabsample","none",780,"coliscanEasygel","directplating","directplating"
"1548","bes_1168","grabsample","none",4200,"coliscanEasygel","directplating","directplating"
"1549","bes_1134","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"1550","bes_1141","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1551","bes_1145","grabsample","none",1500,"coliscanEasygel","directplating","directplating"
"1552","bes_1177","grabsample","none",7000,"coliscanEasygel","directplating","directplating"
"1553","bes_953","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"1554","bes_1156","grabsample","none",2600,"coliscanEasygel","directplating","directplating"
"1555","bes_1139","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"1556","bes_419","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1557","bes_424","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1558","bes_949","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1559","bes_1135","grabsample","none",620,"coliscanEasygel","directplating","directplating"
"1560","bes_1138","grabsample","none",720,"coliscanEasygel","directplating","directplating"
"1561","bes_1222","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1562","bes_381","grabsample","none",1.16,"coliscanEasygel","directplating","directplating"
"1563","bes_382","grabsample","none",1.17,"coliscanEasygel","directplating","directplating"
"1564","bes_442","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"1565","bes_378","grabsample","none",1.06,"coliscanEasygel","directplating","directplating"
"1566","bes_393","grabsample","none",1.45,"coliscanEasygel","directplating","directplating"
"1567","bes_396","grabsample","none",1.64,"coliscanEasygel","directplating","directplating"
"1568","bes_390","grabsample","none",1.41,"coliscanEasygel","directplating","directplating"
"1569","bes_370","grabsample","none",0.813,"coliscanEasygel","directplating","directplating"
"1570","bes_379","grabsample","none",1.07,"coliscanEasygel","directplating","directplating"
"1571","bes_438","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"1572","bes_432","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1573","bes_383","grabsample","none",1.18,"coliscanEasygel","directplating","directplating"
"1574","bes_380","grabsample","none",1.09,"coliscanEasygel","directplating","directplating"
"1575","bes_388","grabsample","none",1.39,"coliscanEasygel","directplating","directplating"
"1576","bes_386","grabsample","none",1.3,"coliscanEasygel","directplating","directplating"
"1577","bes_441","grabsample","none",820,"coliscanEasygel","directplating","directplating"
"1578","bes_369","grabsample","none",0.791,"coliscanEasygel","directplating","directplating"
"1579","bes_384","grabsample","none",1.21,"coliscanEasygel","directplating","directplating"
"1580","bes_371","grabsample","none",0.849,"coliscanEasygel","directplating","directplating"
"1581","bes_436","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1582","bes_439","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"1583","bes_391","grabsample","none",1.42,"coliscanEasygel","directplating","directplating"
"1584","bes_387","grabsample","none",1.31,"coliscanEasygel","directplating","directplating"
"1585","bes_377","grabsample","none",1.06,"coliscanEasygel","directplating","directplating"
"1586","bes_385","grabsample","none",1.3,"coliscanEasygel","directplating","directplating"
"1587","bes_389","grabsample","none",1.4,"coliscanEasygel","directplating","directplating"
"1588","bes_392","grabsample","none",1.43,"coliscanEasygel","directplating","directplating"
"1589","bes_394","grabsample","none",1.46,"coliscanEasygel","directplating","directplating"
"1590","bes_1643","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"1591","bes_1653","grabsample","none",3800,"coliscanEasygel","directplating","directplating"
"1592","bes_1620","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1593","bes_1702","grabsample","none",3500,"coliscanEasygel","directplating","directplating"
"1594","bes_1605","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1595","bes_1625","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1596","bes_1626","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1597","bes_1641","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1598","bes_1651","grabsample","none",3500,"coliscanEasygel","directplating","directplating"
"1599","bes_1627","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1600","bes_1644","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"1601","bes_1655","grabsample","none",12000,"coliscanEasygel","directplating","directplating"
"1602","bes_1606","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1603","bes_1624","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1604","bes_1604","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1605","bes_1603","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1606","bes_1622","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1607","bes_1623","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1608","bes_1646","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"1609","bes_1638","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1610","bes_1601","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1611","bes_1602","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1612","bes_1635","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1613","bes_1600","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1614","bes_1621","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1615","bes_1654","grabsample","none",12000,"coliscanEasygel","directplating","directplating"
"1616","bes_1658","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1617","bes_1675","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1618","bes_1689","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1619","bes_1711","grabsample","none",40000,"coliscanEasygel","directplating","directplating"
"1620","bes_1659","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1621","bes_1687","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"1622","bes_1671","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1623","bes_1680","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1624","bes_1690","grabsample","none",700,"coliscanEasygel","directplating","directplating"
"1625","bes_1700","grabsample","none",3000,"coliscanEasygel","directplating","directplating"
"1626","bes_1676","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1627","bes_1701","grabsample","none",3400,"coliscanEasygel","directplating","directplating"
"1628","bes_1691","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"1629","bes_1705","grabsample","none",5300,"coliscanEasygel","directplating","directplating"
"1630","bes_1660","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1631","bes_1661","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1632","bes_1681","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1633","bes_1662","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1634","bes_1696","grabsample","none",2000,"coliscanEasygel","directplating","directplating"
"1635","bes_1677","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1636","bes_1672","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1637","bes_1649","grabsample","none",1500,"coliscanEasygel","directplating","directplating"
"1638","bes_1630","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1639","bes_1617","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1640","bes_1631","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1641","bes_1632","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1642","bes_1614","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1643","bes_1629","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1644","bes_1613","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1645","bes_1648","grabsample","none",1000,"coliscanEasygel","directplating","directplating"
"1646","bes_1615","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1647","bes_1628","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1648","bes_1640","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1649","bes_1652","grabsample","none",3500,"coliscanEasygel","directplating","directplating"
"1650","bes_1642","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1651","bes_1612","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1652","bes_1611","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1653","bes_1616","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1654","bes_1645","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"1655","bes_1636","grabsample","none",200,"coliscanEasygel","directplating","directplating"
"1656","bes_1608","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1657","bes_1607","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1658","bes_1609","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1659","bes_1610","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1660","bes_1663","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1661","bes_1664","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1662","bes_1682","grabsample","none",400,"coliscanEasygel","directplating","directplating"
"1663","bes_1665","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1664","bes_1694","grabsample","none",1300,"coliscanEasygel","directplating","directplating"
"1665","bes_1699","grabsample","none",2600,"coliscanEasygel","directplating","directplating"
"1666","bes_1666","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1667","bes_1707","grabsample","none",6300,"coliscanEasygel","directplating","directplating"
"1668","bes_1695","grabsample","none",1800,"coliscanEasygel","directplating","directplating"
"1669","bes_1667","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1670","bes_1678","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1671","bes_1709","grabsample","none",25000,"coliscanEasygel","directplating","directplating"
"1672","bes_1712","grabsample","none",999999999,"coliscanEasygel","directplating","directplating"
"1673","bes_1684","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1674","bes_1673","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1675","bes_1674","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1676","bes_1688","grabsample","none",600,"coliscanEasygel","directplating","directplating"
"1677","bes_1692","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"1678","bes_1657","grabsample","none",108000,"coliscanEasygel","directplating","directplating"
"1679","bes_1618","grabsample","none",20,"coliscanEasygel","directplating","directplating"
"1680","bes_1639","grabsample","none",360,"coliscanEasygel","directplating","directplating"
"1681","bes_1633","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1682","bes_1619","grabsample","none",60,"coliscanEasygel","directplating","directplating"
"1683","bes_1637","grabsample","none",280,"coliscanEasygel","directplating","directplating"
"1684","bes_1650","grabsample","none",2080,"coliscanEasygel","directplating","directplating"
"1685","bes_1668","grabsample","none",0,"coliscanEasygel","directplating","directplating"
"1686","bes_1670","grabsample","none",80,"coliscanEasygel","directplating","directplating"
"1687","bes_1683","grabsample","none",420,"coliscanEasygel","directplating","directplating"
"1688","bes_1685","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1689","bes_1710","grabsample","none",35500,"coliscanEasygel","directplating","directplating"
"1690","bes_1698","grabsample","none",2500,"coliscanEasygel","directplating","directplating"
"1691","bes_1704","grabsample","none",3700,"coliscanEasygel","directplating","directplating"
"1692","bes_1706","grabsample","none",6100,"coliscanEasygel","directplating","directplating"
"1693","bes_1708","grabsample","none",21100,"coliscanEasygel","directplating","directplating"
"1694","bes_1679","grabsample","none",300,"coliscanEasygel","directplating","directplating"
"1695","bes_1693","grabsample","none",900,"coliscanEasygel","directplating","directplating"
"1696","bes_1697","grabsample","none",2400,"coliscanEasygel","directplating","directplating"
"1697","bes_1703","grabsample","none",3500,"coliscanEasygel","directplating","directplating"
"1698","bes_1656","grabsample","none",30000,"coliscanEasygel","directplating","directplating"
"1699","bes_1634","grabsample","none",100,"coliscanEasygel","directplating","directplating"
"1700","bes_1686","grabsample","none",500,"coliscanEasygel","directplating","directplating"
"1701","bes_1647","grabsample","none",800,"coliscanEasygel","directplating","directplating"
"1702","bes_1669","grabsample","none",68,"coliscanEasygel","directplating","directplating"
