"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"5960","ccu_2561","grabsample","none",18.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5961","ccu_2579","grabsample","none",35.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5962","ccu_2654","grabsample","none",307.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5963","ccu_2638","grabsample","none",206.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5964","ccu_2628","grabsample","none",160.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5965","ccu_2651","grabsample","none",261.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5966","ccu_2683","grabsample","none",1203.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5967","ccu_2672","grabsample","none",517.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5968","ccu_2586","grabsample","none",58.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5969","ccu_2562","grabsample","none",18.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5970","ccu_2616","grabsample","none",116.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5971","ccu_2588","grabsample","none",60.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5972","ccu_2682","grabsample","none",1119.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5973","ccu_2578","grabsample","none",35,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5974","ccu_2646","grabsample","none",228.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5975","ccu_2655","grabsample","none",344.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5976","ccu_2632","grabsample","none",178.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5977","ccu_2641","grabsample","none",222.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5978","ccu_2614","grabsample","none",107.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5979","ccu_2610","grabsample","none",101.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5980","ccu_2611","grabsample","none",105,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5981","ccu_4033","grabsample","none",218.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5982","ccu_4378","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"5983","ccu_4312","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"5984","ccu_3940","grabsample","none",43.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5985","ccu_3931","grabsample","none",35.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5986","ccu_4314","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"5987","ccu_3999","grabsample","none",105.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5988","ccu_4319","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"5989","ccu_4317","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"5990","ccu_4315","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,1800,"ccu","directplating","directplating"
"5991","ccu_3969","grabsample","none",76.3,"ccu","directplating","directplating",NA,NA,NA,NA,1553.1,"ccu","directplating","directplating"
"5992","ccu_3981","grabsample","none",85.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5993","ccu_4030","grabsample","none",201.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5994","ccu_4404","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,400,"ccu","directplating","directplating"
"5995","ccu_3919","grabsample","none",28.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5996","ccu_4377","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"5997","ccu_4418","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"5998","ccu_3915","grabsample","none",23.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"5999","ccu_3911","grabsample","none",20.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6000","ccu_4037","grabsample","none",285.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6001","ccu_3968","grabsample","none",75.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6002","ccu_4311","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6003","ccu_4310","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6004","ccu_4316","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6005","ccu_4045","grabsample","none",547.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6006","ccu_3942","grabsample","none",44.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6007","ccu_3918","grabsample","none",24.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6008","ccu_4423","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"6009","ccu_4318","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,867,"ccu","directplating","directplating"
"6010","ccu_4018","grabsample","none",142.1,"ccu","directplating","directplating",NA,NA,NA,NA,1553.1,"ccu","directplating","directplating"
"6011","ccu_4313","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,667,"ccu","directplating","directplating"
"6012","ccu_4305","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6013","ccu_3917","grabsample","none",24.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6014","ccu_3972","grabsample","none",78.9,"ccu","directplating","directplating",NA,NA,NA,NA,1732.9,"ccu","directplating","directplating"
"6015","ccu_3956","grabsample","none",63.1,"ccu","directplating","directplating",NA,NA,NA,NA,1732.9,"ccu","directplating","directplating"
"6016","ccu_4017","grabsample","none",142.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6017","ccu_4321","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6018","ccu_4308","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6019","ccu_4006","grabsample","none",117.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6020","ccu_4320","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6021","ccu_3989","grabsample","none",96,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6022","ccu_4309","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6023","ccu_4307","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6024","ccu_4376","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"6025","ccu_4306","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6026","ccu_3961","grabsample","none",68.3,"ccu","directplating","directplating",NA,NA,NA,NA,1119.9,"ccu","directplating","directplating"
"6027","ccu_4038","grabsample","none",344.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6028","ccu_955","grabsample","none",547.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6029","ccu_832","grabsample","none",24.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6030","ccu_950","grabsample","none",410.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6031","ccu_834","grabsample","none",26.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6032","ccu_927","grabsample","none",193.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6033","ccu_830","grabsample","none",15.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6034","ccu_845","grabsample","none",48.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6035","ccu_836","grabsample","none",30.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6036","ccu_837","grabsample","none",38.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6037","ccu_939","grabsample","none",272.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6038","ccu_910","grabsample","none",139.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6039","ccu_958","grabsample","none",613.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6040","ccu_839","grabsample","none",39.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6041","ccu_966","grabsample","none",2419.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6042","ccu_920","grabsample","none",167,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6043","ccu_841","grabsample","none",42.2,"ccu","directplating","directplating",NA,NA,NA,NA,1011.2,"ccu","directplating","directplating"
"6044","ccu_876","grabsample","none",88.2,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6045","ccu_852","grabsample","none",53.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6046","ccu_844","grabsample","none",48.1,"ccu","directplating","directplating",NA,NA,NA,NA,1732.9,"ccu","directplating","directplating"
"6047","ccu_946","grabsample","none",307.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6048","ccu_859","grabsample","none",57.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6049","ccu_838","grabsample","none",39.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6050","ccu_932","grabsample","none",218.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6051","ccu_949","grabsample","none",387.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6052","ccu_3171","grabsample","none",52,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6053","ccu_3155","grabsample","none",41,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6054","ccu_3152","grabsample","none",36.8,"ccu","directplating","directplating",NA,NA,NA,NA,1299.7,"ccu","directplating","directplating"
"6055","ccu_3219","grabsample","none",88,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6056","ccu_3192","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6057","ccu_3164","grabsample","none",47.3,"ccu","directplating","directplating",NA,NA,NA,NA,1299.7,"ccu","directplating","directplating"
"6058","ccu_3141","grabsample","none",26.9,"ccu","directplating","directplating",NA,NA,NA,NA,1299.7,"ccu","directplating","directplating"
"6059","ccu_3193","grabsample","none",67.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6060","ccu_3153","grabsample","none",37.9,"ccu","directplating","directplating",NA,NA,NA,NA,1986.3,"ccu","directplating","directplating"
"6061","ccu_3169","grabsample","none",49.5,"ccu","directplating","directplating",NA,NA,NA,NA,517.2,"ccu","directplating","directplating"
"6062","ccu_3256","grabsample","none",156.5,"ccu","directplating","directplating",NA,NA,NA,NA,119.9,"ccu","directplating","directplating"
"6063","ccu_3157","grabsample","none",41.4,"ccu","directplating","directplating",NA,NA,NA,NA,980.4,"ccu","directplating","directplating"
"6064","ccu_3168","grabsample","none",48.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6065","ccu_3139","grabsample","none",25.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6066","ccu_3154","grabsample","none",39.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6067","ccu_3267","grabsample","none",260.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6068","ccu_3167","grabsample","none",48.7,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6069","ccu_3178","grabsample","none",56.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6070","ccu_3138","grabsample","none",24.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6071","ccu_3151","grabsample","none",36.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6072","ccu_3273","grabsample","none",365.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6073","ccu_3150","grabsample","none",34.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6074","ccu_3137","grabsample","none",23.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6075","ccu_3159","grabsample","none",42.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6076","ccu_1232","grabsample","none",67.7,"ccu","directplating","directplating",NA,NA,NA,NA,1413.6,"ccu","directplating","directplating"
"6077","ccu_1210","grabsample","none",51.2,"ccu","directplating","directplating",NA,NA,NA,NA,1553.1,"ccu","directplating","directplating"
"6078","ccu_1150","grabsample","none",27.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6079","ccu_1256","grabsample","none",125.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6080","ccu_1233","grabsample","none",67.7,"ccu","directplating","directplating",NA,NA,NA,NA,727,"ccu","directplating","directplating"
"6081","ccu_1193","grabsample","none",44.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6082","ccu_1161","grabsample","none",30.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6083","ccu_1121","grabsample","none",8.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6084","ccu_1257","grabsample","none",128.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6085","ccu_1123","grabsample","none",12.1,"ccu","directplating","directplating",NA,NA,NA,NA,1986.3,"ccu","directplating","directplating"
"6086","ccu_1234","grabsample","none",67.7,"ccu","directplating","directplating",NA,NA,NA,NA,313,"ccu","directplating","directplating"
"6087","ccu_1634","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"6088","ccu_1500","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"6089","ccu_1559","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,266,"ccu","directplating","directplating"
"6090","ccu_1498","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"6091","ccu_1496","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6092","ccu_1499","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,66,"ccu","directplating","directplating"
"6093","ccu_1649","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,833,"ccu","directplating","directplating"
"6094","ccu_1558","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"6095","ccu_1497","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6096","ccu_1501","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"6097","ccu_3085","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"6098","ccu_3075","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"6099","ccu_2980","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6100","ccu_2979","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6101","ccu_3053","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"6102","ccu_2984","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6103","ccu_2985","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6104","ccu_2981","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"6105","ccu_2983","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"6106","ccu_2982","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6107","ccu_3076","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"6108","ccu_5256","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6109","ccu_5321","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6110","ccu_5259","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"6111","ccu_5257","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6112","ccu_5320","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,300,"ccu","directplating","directplating"
"6113","ccu_5258","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6114","ccu_5255","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6115","ccu_5319","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,167,"ccu","directplating","directplating"
"6116","ccu_5345","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,1233,"ccu","directplating","directplating"
"6117","ccu_5318","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6118","ccu_5670","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"6119","ccu_5666","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"6120","ccu_5667","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"6121","ccu_5731","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"6122","ccu_5668","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,133,"ccu","directplating","directplating"
"6123","ccu_5732","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,66,"ccu","directplating","directplating"
"6124","ccu_5762","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,333,"ccu","directplating","directplating"
"6125","ccu_5669","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6126","ccu_6702","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"6127","ccu_6704","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6128","ccu_6752","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"6129","ccu_6798","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,500,"ccu","directplating","directplating"
"6130","ccu_6653","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"6131","ccu_6703","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"6132","ccu_6654","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,267,"ccu","directplating","directplating"
"6133","ccu_6652","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6134","ccu_6831","grabsample","none",567,"ccu","directplating","directplating",NA,NA,NA,NA,1367,"ccu","directplating","directplating"
"6135","ccu_6751","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,233,"ccu","directplating","directplating"
"6136","ccu_6830","grabsample","none",500,"ccu","directplating","directplating",NA,NA,NA,NA,1167,"ccu","directplating","directplating"
"6137","ccu_5010","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6138","ccu_5011","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6139","ccu_5012","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6140","ccu_5013","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6141","ccu_5056","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,33,"ccu","directplating","directplating"
"6142","ccu_5089","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6143","ccu_5057","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6144","ccu_1990","grabsample","none",14.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6145","ccu_2051","grabsample","none",37.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6146","ccu_2081","grabsample","none",54.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6147","ccu_2104","grabsample","none",121,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6148","ccu_1979","grabsample","none",10.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6149","ccu_2048","grabsample","none",35.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6150","ccu_2107","grabsample","none",137.4,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6151","ccu_2044","grabsample","none",35.5,"ccu","directplating","directplating",NA,NA,NA,NA,488.4,"ccu","directplating","directplating"
"6152","ccu_2035","grabsample","none",30.5,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6153","ccu_2103","grabsample","none",110.6,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6154","ccu_2059","grabsample","none",40.4,"ccu","directplating","directplating",NA,NA,NA,NA,1203.3,"ccu","directplating","directplating"
"6155","ccu_2355","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6156","ccu_2358","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6157","ccu_2493","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,400,"ccu","directplating","directplating"
"6158","ccu_2354","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6159","ccu_2357","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6160","ccu_2356","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6161","ccu_2462","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,367,"ccu","directplating","directplating"
"6162","ccu_2492","grabsample","none",133,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"6163","ccu_2461","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6164","ccu_2428","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6165","ccu_2429","grabsample","none",33,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6166","ccu_5969","grabsample","none",101.9,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6167","ccu_5882","grabsample","none",23.1,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6168","ccu_6269","grabsample","none",100,"ccu","directplating","directplating",NA,NA,NA,NA,200,"ccu","directplating","directplating"
"6169","ccu_5928","grabsample","none",52.9,"ccu","directplating","directplating",NA,NA,NA,NA,727,"ccu","directplating","directplating"
"6170","ccu_6188","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6171","ccu_5949","grabsample","none",73.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6172","ccu_6259","grabsample","none",67,"ccu","directplating","directplating",NA,NA,NA,NA,100,"ccu","directplating","directplating"
"6173","ccu_6187","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,0,"ccu","directplating","directplating"
"6174","ccu_6191","grabsample","none",0,"ccu","directplating","directplating",NA,NA,NA,NA,67,"ccu","directplating","directplating"
"6175","ccu_5860","grabsample","none",9.8,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6176","ccu_5854","grabsample","none",6.3,"ccu","directplating","directplating",NA,NA,NA,NA,2419.6,"ccu","directplating","directplating"
"6177","ccu_5950","grabsample","none",73.3,"ccu","directplating","directplating",NA,NA,NA,NA,1553.1,"ccu","directplating","directplating"
